title;budget;runtime;release_year;is_us_production;genre_Action;genre_Adventure;genre_Animation;genre_Comedy;genre_Crime;genre_Documentary;genre_Drama;genre_Family;genre_Fantasy;genre_Foreign;genre_History;genre_Horror;genre_Music;genre_Mystery;genre_Romance;genre_Science_Fiction;genre_TV_Movie;genre_Thriller;genre_War;genre_Western;popularity
16 Blocks;55000000;105.0;2006.0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;32.31022
Babylon A.D.;70000000;101.0;2008.0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;27.568194
The Glimmer Man;45000000;92.0;1996.0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;6.250282
Multiplicity;45000000;117.0;1996.0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;11.120344
Aliens in the Attic;45000000;86.0;2009.0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;13.707183
The Pledge;35000000;123.0;2001.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;12.495436
The Producers;45000000;134.0;2005.0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6.803965
The Phantom;45000000;100.0;1996.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.025236
All the Pretty Horses;57000000;117.0;2000.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;7.524671
Nixon;44000000;192.0;1995.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.770161
The Ghost Writer;45000000;128.0;2010.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;21.118196
Deep Rising;45000000;106.0;1998.0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;6.513856
Miracle at St. Anna;45000000;160.0;2008.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;11.387408
Curse of the Golden Flower;110;114.0;2006.0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;9.950505
Bangkok Dangerous;45000000;99.0;2008.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14.813057
Big Trouble;40000000;85.0;2002.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5.201688
Love in the Time of Cholera;45000000;139.0;2007.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5.361699
Shadow Conspiracy;45000000;103.0;1997.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.848893
Johnny English Reborn;45000000;101.0;2011.0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;35.6585
Foodfight!;65000000;87.0;2012.0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5.258726
Argo;44500000;120.0;2012.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;62.01056
The Fugitive;44000000;130.0;1993.0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;54.884297
The Bounty Hunter;40000000;110.0;2010.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.747825
Sleepers;44000000;147.0;1996.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;16.245068
Rambo: First Blood Part II;44000000;96.0;1985.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;38.653969
The Juror;44000000;118.0;1996.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3.937352
Pinocchio;2600000;88.0;1940.0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;46.007991
Heaven's Gate;44000000;219.0;1980.0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;5.380124
Underworld: Evolution;50000000;106.0;2006.0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;49.020045
Victor Frankenstein;40000000;109.0;2015.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;24.821138
Finding Forrester;43000000;136.0;2000.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19.043286
28 Days;43000000;103.0;2000.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.418921
Unleashed;45000000;103.0;2005.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.999888
The Sweetest Thing;43000000;84.0;2002.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18.65632
The Firm;42000000;154.0;1993.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;23.736535
Charlie St. Cloud;44000000;99.0;2010.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21.75433
The Mechanic;40000000;93.0;2011.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;44.094856
21 Jump Street;42000000;109.0;2012.0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.714026
Notting Hill;42000000;124.0;1999.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;28.969151
Chicken Run;45000000;84.0;2000.0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31.789029
Along Came Polly;42000000;90.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;33.238296
Boomerang;40000000;117.0;1992.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6.420434
The Heat;43000000;117.0;2013.0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.654688
Cleopatra;31115000;248.0;1963.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;13.244365
High Crimes;42000000;115.0;2002.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;14.046705
The Mirror Has Two Faces;42000000;126.0;1996.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3.844926
The Mothman Prophecies;32000000;119.0;2002.0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;14.733513
Brüno;42000000;83.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.122168
Licence to Kill;32000000;133.0;1989.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;28.22119
Red Riding Hood;42000000;100.0;2011.0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;45.151657
15 Minutes;60000000;120.0;2001.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15.205371
Super Mario Bros.;48000000;104.0;1993.0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;14.587367
Lord of War;42000000;122.0;2005.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;34.828241
Hero;31000000;99.0;2002.0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;23.607392
One for the Money;40000000;91.0;2012.0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.438503
The Interview;44000000;112.0;2014.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.168016
The Warrior's Way;42000000;100.0;2010.0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;7.349497
Micmacs;33000000;100.0;2009.0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.663515
8 Mile;41000000;110.0;2002.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;32.798571
A Knight's Tale;65000000;132.0;2001.0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;36.670399
The Medallion;41000000;88.0;2003.0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14.653718
The Sixth Sense;40000000;107.0;1999.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;73.085576
Man on a Ledge;42000000;102.0;2012.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;34.041407
The Big Year;41000000;100.0;2011.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.419726
The Karate Kid;8000000;126.0;1984.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28.456572
American Hustle;40000000;138.0;2013.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49.664128
The Proposal;40000000;108.0;2009.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;36.238968
Double Jeopardy;70000000;105.0;1999.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;19.439386
Back to the Future Part II;40000000;108.0;1989.0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;43.345252
Lucy;40000000;89.0;2014.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;115.241998
Fifty Shades of Grey;40000000;125.0;2015.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;98.755657
Spy Kids 3-D: Game Over;38000000;84.0;2003.0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;21.998734
A Time to Kill;40000000;149.0;1996.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;25.219805
Cheaper by the Dozen;40000000;98.0;2003.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.516624
Lone Survivor;40000000;121.0;2013.0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;37.084384
A League of Their Own;40000000;128.0;1992.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.661028
The Conjuring 2;40000000;134.0;2016.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;68.794673
The Social Network;40000000;120.0;2010.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;69.27822
He's Just Not That Into You;40000000;129.0;2009.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;26.253357
Scary Movie 4;45000000;83.0;2006.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.549282
Scream 3;40000000;116.0;2000.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;24.992057
Back to the Future Part III;40000000;118.0;1990.0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;45.769562
Get Hard;40000000;100.0;2015.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.301202
Dracula;40000000;128.0;1992.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;45.022964
Julie & Julia;40000000;123.0;2009.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;22.853006
42;40000000;128.0;2013.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;31.884559
The Talented Mr. Ripley;40000000;139.0;1999.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;31.385257
Dumb and Dumber To;40000000;110.0;2014.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.767785
Eight Below;40000000;120.0;2006.0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;24.287306
The Intern;35000000;121.0;2015.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.114573
Ride Along 2;40000000;102.0;2016.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.136082
The Last of the Mohicans;40000000;112.0;1992.0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;37.776566
Ray;40000000;152.0;2004.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;21.743321
Sin City;40000000;124.0;2005.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;66.003433
Vantage Point;40000000;90.0;2008.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;24.862767
I Love You, Man;41000000;105.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.391899
Shallow Hal;40000000;114.0;2001.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;29.854773
JFK;40000000;189.0;1991.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;26.82041
Big Momma's House 2;40000000;99.0;2006.0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.61292
The Mexican;57000000;123.0;2001.0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21.021809
17 Again;20000000;102.0;2009.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.571674
The Other Woman;40000000;109.0;2014.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;34.519636
The Final Destination;40000000;82.0;2009.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;32.478077
Bridge of Spies;40000000;141.0;2015.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;48.445978
Behind Enemy Lines;40000000;106.0;2001.0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;24.012986
Get Him to the Greek;40000000;109.0;2010.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.869443
Shall We Dance?;50000000;107.0;2004.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;14.231899
Small Soldiers;40000000;110.0;1998.0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;23.088571
Spawn;40000000;96.0;1997.0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;19.833664
The Count of Monte Cristo;35000000;131.0;2002.0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;26.595983
The Lincoln Lawyer;40000000;119.0;2011.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;26.072228
Unknown;30000000;113.0;2011.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;38.643914
The Prestige;40000000;130.0;2006.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;74.440708
Horrible Bosses 2;42000000;108.0;2014.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82.185281
Escape from Planet Earth;40000000;89.0;2013.0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;18.14218
Apocalypto;40000000;139.0;2006.0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;41.570047
The Living Daylights;40000000;130.0;1987.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;23.331459
Predators;40000000;107.0;2010.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;47.649554
Secret Window;40000000;96.0;2004.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;32.908414
The Lake House;40000000;99.0;2006.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;29.88736
The Skeleton Key;43000000;104.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;29.105407
Made of Honor;40000000;101.0;2008.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19.574774
Jersey Boys;40000000;134.0;2014.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;14.199933
The Rainmaker;40000000;135.0;1997.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;12.229516
Gothika;40000000;98.0;2003.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;27.303608
Amistad;36000000;155.0;1997.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;3.698276
Medicine Man;40000000;106.0;1992.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.021871
Aliens vs Predator: Requiem;40000000;94.0;2007.0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;39.381913
Ri¢hie Ri¢h;40000000;95.0;1994.0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14.398356
Autumn in New York;65000000;103.0;2000.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;8.680334
Music and Lyrics;40000000;96.0;2007.0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;17.659032
Paul;40000000;104.0;2011.0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;43.151268
The Guilt Trip;40000000;95.0;2012.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.283444
Scream 4;40000000;111.0;2011.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;35.21926
8MM;40000000;123.0;1999.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;25.580272
The Doors;38000000;140.0;1991.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.794175
Sex Tape;40000000;97.0;2014.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.641296
Hanging Up;40000000;94.0;2000.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.415534
Final Destination 5;47000000;92.0;2011.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;38.555482
Pay It Forward;40000000;122.0;2000.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;24.313684
Fever Pitch;30000000;103.0;2005.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;9.965073
Drillbit Taylor;40000000;102.0;2008.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.055732
The Shadow;25000000;108.0;1994.0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;8.178203
Extremely Loud & Incredibly Close;40000000;129.0;2011.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;31.066874
Morning Glory;40000000;102.0;2010.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;22.491388
Get Rich or Die Tryin';40000000;117.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12.885985
The Art of War;40000000;117.0;2000.0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.832337
Rent;40000000;135.0;2005.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;10.433667
Bless the Child;40000000;107.0;2000.0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;3.321949
The Out-of-Towners;75000000;90.0;1999.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.842626
The Island of Dr. Moreau;40000000;96.0;1996.0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;13.210898
The Musketeer;40000000;104.0;2001.0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.296933
The Other Boleyn Girl;35000000;115.0;2008.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22.939557
Sweet November;40000000;119.0;2001.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;19.372805
The Reaping;40000000;99.0;2007.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13.445697
Mean Streets;500000;110.0;1973.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17.002096
Renaissance Man;40000000;128.0;1994.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.516953
Colombiana;40000000;108.0;2011.0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;33.785969
Quest for Camelot;40000000;86.0;1998.0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;16.059443
City By The Sea;40000000;108.0;2002.0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.476966
Torque;40000000;84.0;2004.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.360793
Showgirls;45000000;128.0;1995.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14.513305
Marie Antoinette;40000000;123.0;2006.0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;22.364549
Kiss of Death;40000000;101.0;1995.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;6.90894
Get Carter;63600000;102.0;2000.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4.494788
The Impossible;42000000;113.0;2012.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;47.559928
Ishtar;55000000;107.0;1987.0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.410546
Fantastic Mr. Fox;40000000;87.0;2009.0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;41.258956
Life or Something Like It;40000000;103.0;2002.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;8.980846
Memoirs of an Invisible Man;40000000;99.0;1992.0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;7.222985
Amélie;10000000;122.0;2001.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;73.720244
Alfie;60000000;103.0;2004.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.219263
Big Miracle;40000000;107.0;2012.0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;8.303696
The Deep End of the Ocean;38000000;106.0;1999.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4.746085
FearDotCom;40000000;101.0;2002.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;6.756886
Cirque du Freak: The Vampire's Assistant;40000000;109.0;2009.0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;16.424807
Duplex;40000000;89.0;2003.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15.590001
Universal Soldier: The Return;45000000;82.0;1999.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14.566664
Pandorum;33000000;108.0;2009.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;28.353517
Impostor;40000000;102.0;2001.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;9.579975
Extreme Ops;40000000;93.0;2002.0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2.911819
Sunshine;50000000;107.0;2007.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;51.502884
A Thousand Words;40000000;91.0;2012.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13.119133
Delgo;40000000;94.0;2008.0;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;4.238482
The Gunman;40000000;115.0;2015.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26.935458
Stormbreaker;40000000;93.0;2006.0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16.282962
Disturbia;20000000;105.0;2007.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;31.690456
Hackers;20000000;107.0;1995.0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;17.842246
The Hudsucker Proxy;30000000;111.0;1994.0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14.188982
The Warlords;40000000;126.0;2007.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6.884467
Nomad: The Warrior;25000000;112.0;2005.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;8.212018
Snowpiercer;39200000;126.0;2013.0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;64.238688
A Monster in Paris;25000000;90.0;2011.0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;17.375562
The Crow;15000000;102.0;1994.0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;44.690107
Baahubali: The Beginning;40000000;159.0;2015.0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;16.254032
The Time Traveler's Wife;39000000;107.0;2009.0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;37.492928
Frankenweenie;39000000;87.0;2012.0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;27.908783
Serenity;39000000;119.0;2005.0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;45.388937
Against the Ropes;39000000;106.0;2004.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2.817364
Superman III;39000000;125.0;1983.0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;22.164202
Grudge Match;40000000;113.0;2013.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.362949
Red Cliff;80341000;150.0;2008.0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14.8375
Sweet Home Alabama;30000000;108.0;2002.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18.256028
